LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ITA,GDEXPRD,TOT,MLN_USD,A,1991,19707.7884278637,
ITA,GDEXPRD,TOT,MLN_USD,A,1992,19204.5204617694,
ITA,GDEXPRD,TOT,MLN_USD,A,1993,18131.2990386244,
ITA,GDEXPRD,TOT,MLN_USD,A,1994,17287.8990430916,
ITA,GDEXPRD,TOT,MLN_USD,A,1995,16926.5118726207,
ITA,GDEXPRD,TOT,MLN_USD,A,1996,17359.7142935079,
ITA,GDEXPRD,TOT,MLN_USD,A,1997,18452.1276864375,
ITA,GDEXPRD,TOT,MLN_USD,A,1998,19089.2528667391,
ITA,GDEXPRD,TOT,MLN_USD,A,1999,18916.292990485,
ITA,GDEXPRD,TOT,MLN_USD,A,2000,20058.8029488809,
ITA,GDEXPRD,TOT,MLN_USD,A,2001,21215.2464360159,
ITA,GDEXPRD,TOT,MLN_USD,A,2002,22080.4371738352,
ITA,GDEXPRD,TOT,MLN_USD,A,2003,21648.0952506455,
ITA,GDEXPRD,TOT,MLN_USD,A,2004,21807.1779221448,
ITA,GDEXPRD,TOT,MLN_USD,A,2005,21888.2661049954,
ITA,GDEXPRD,TOT,MLN_USD,A,2006,23177.6036719155,
ITA,GDEXPRD,TOT,MLN_USD,A,2007,24508.9216153905,
ITA,GDEXPRD,TOT,MLN_USD,A,2008,24914.4660955899,
ITA,GDEXPRD,TOT,MLN_USD,A,2009,24714.2136485554,
ITA,GDEXPRD,TOT,MLN_USD,A,2010,25168.9069908153,
ITA,GDEXPRD,TOT,MLN_USD,A,2011,25039.3909655332,
ITA,GDEXPRD,TOT,MLN_USD,A,2012,25561.1275776297,
ITA,GDEXPRD,TOT,MLN_USD,A,2013,25843.7401445206,
ITA,GDEXPRD,TOT,MLN_USD,A,2014,25376.7228706532,
ITA,GDEXPRD,TOT,PC_GDP,A,1981,0.8310093567,
ITA,GDEXPRD,TOT,PC_GDP,A,1982,0.8534555994,
ITA,GDEXPRD,TOT,PC_GDP,A,1983,0.8986440566,
ITA,GDEXPRD,TOT,PC_GDP,A,1984,0.9549785637,
ITA,GDEXPRD,TOT,PC_GDP,A,1985,1.0612299223,
ITA,GDEXPRD,TOT,PC_GDP,A,1986,1.070853609,
ITA,GDEXPRD,TOT,PC_GDP,A,1987,1.1236770631,
ITA,GDEXPRD,TOT,PC_GDP,A,1988,1.148249163,
ITA,GDEXPRD,TOT,PC_GDP,A,1989,1.1654451544,
ITA,GDEXPRD,TOT,PC_GDP,A,1990,1.2052219868,
ITA,GDEXPRD,TOT,PC_GDP,A,1991,1.1458903011,
ITA,GDEXPRD,TOT,PC_GDP,A,1992,1.1073895921,
ITA,GDEXPRD,TOT,PC_GDP,A,1993,1.0544972762,
ITA,GDEXPRD,TOT,PC_GDP,A,1994,0.9842740522,
ITA,GDEXPRD,TOT,PC_GDP,A,1995,0.9366589207,
ITA,GDEXPRD,TOT,PC_GDP,A,1996,0.9484306606,
ITA,GDEXPRD,TOT,PC_GDP,A,1997,0.9899444783,
ITA,GDEXPRD,TOT,PC_GDP,A,1998,1.0078384175,
ITA,GDEXPRD,TOT,PC_GDP,A,1999,0.9833677372,
ITA,GDEXPRD,TOT,PC_GDP,A,2000,1.0054578036,
ITA,GDEXPRD,TOT,PC_GDP,A,2001,1.0449074248,
ITA,GDEXPRD,TOT,PC_GDP,A,2002,1.0848240841,
ITA,GDEXPRD,TOT,PC_GDP,A,2003,1.0619758632,
ITA,GDEXPRD,TOT,PC_GDP,A,2004,1.0531201858,
ITA,GDEXPRD,TOT,PC_GDP,A,2005,1.0470922589,
ITA,GDEXPRD,TOT,PC_GDP,A,2006,1.0869608491,
ITA,GDEXPRD,TOT,PC_GDP,A,2007,1.1327011514,
ITA,GDEXPRD,TOT,PC_GDP,A,2008,1.1636669619,
ITA,GDEXPRD,TOT,PC_GDP,A,2009,1.22126424,
ITA,GDEXPRD,TOT,PC_GDP,A,2010,1.2231051673,
ITA,GDEXPRD,TOT,PC_GDP,A,2011,1.2098350152,
ITA,GDEXPRD,TOT,PC_GDP,A,2012,1.2708699716,
ITA,GDEXPRD,TOT,PC_GDP,A,2013,1.307783694,
ITA,GDEXPRD,TOT,PC_GDP,A,2014,1.288572863,
JPN,GDEXPRD,TOT,MLN_USD,A,1981,49237.7087034079,
JPN,GDEXPRD,TOT,MLN_USD,A,1982,52994.3416264626,
JPN,GDEXPRD,TOT,MLN_USD,A,1983,57807.7601379506,
JPN,GDEXPRD,TOT,MLN_USD,A,1984,62662.8966460801,
JPN,GDEXPRD,TOT,MLN_USD,A,1985,70299.5977177254,
JPN,GDEXPRD,TOT,MLN_USD,A,1986,71476.7083557874,
JPN,GDEXPRD,TOT,MLN_USD,A,1987,76561.18298001,
JPN,GDEXPRD,TOT,MLN_USD,A,1988,82718.6400715232,
JPN,GDEXPRD,TOT,MLN_USD,A,1989,90233.8055934001,
JPN,GDEXPRD,TOT,MLN_USD,A,1990,97812.6302421317,
JPN,GDEXPRD,TOT,MLN_USD,A,1991,100347.221126694,
JPN,GDEXPRD,TOT,MLN_USD,A,1992,99368.6468417044,
JPN,GDEXPRD,TOT,MLN_USD,A,1993,96924.7741885959,
JPN,GDEXPRD,TOT,MLN_USD,A,1994,95977.761979912,
JPN,GDEXPRD,TOT,MLN_USD,A,1995,102361.400966215,
JPN,GDEXPRD,TOT,MLN_USD,A,1996,108986.459245231,
JPN,GDEXPRD,TOT,MLN_USD,A,1997,113232.406032559,
JPN,GDEXPRD,TOT,MLN_USD,A,1998,116167.225669314,
JPN,GDEXPRD,TOT,MLN_USD,A,1999,116606.78651628,
JPN,GDEXPRD,TOT,MLN_USD,A,2000,120214.619260671,
JPN,GDEXPRD,TOT,MLN_USD,A,2001,123567.391799501,
JPN,GDEXPRD,TOT,MLN_USD,A,2002,125583.371441518,
JPN,GDEXPRD,TOT,MLN_USD,A,2003,128858.025552113,
JPN,GDEXPRD,TOT,MLN_USD,A,2004,131452.067490484,
JPN,GDEXPRD,TOT,MLN_USD,A,2005,140623.227858369,
JPN,GDEXPRD,TOT,MLN_USD,A,2006,147343.113617639,
JPN,GDEXPRD,TOT,MLN_USD,A,2007,152884.258354912,
JPN,GDEXPRD,TOT,MLN_USD,A,2008,151538.110585126,
JPN,GDEXPRD,TOT,MLN_USD,A,2009,138632.108321712,
JPN,GDEXPRD,TOT,MLN_USD,A,2010,140607.388235379,
JPN,GDEXPRD,TOT,MLN_USD,A,2011,145531.470408209,
JPN,GDEXPRD,TOT,MLN_USD,A,2012,146331.581187985,
JPN,GDEXPRD,TOT,MLN_USD,A,2013,154534.375630043,
JPN,GDEXPRD,TOT,MLN_USD,A,2014,159218.277478356,
JPN,GDEXPRD,TOT,PC_GDP,A,1981,2.0767909521,
JPN,GDEXPRD,TOT,PC_GDP,A,1982,2.1622314018,
JPN,GDEXPRD,TOT,PC_GDP,A,1983,2.2885771802,
JPN,GDEXPRD,TOT,PC_GDP,A,1984,2.3747814955,
JPN,GDEXPRD,TOT,PC_GDP,A,1985,2.5055121022,
JPN,GDEXPRD,TOT,PC_GDP,A,1986,2.4773297968,
JPN,GDEXPRD,TOT,PC_GDP,A,1987,2.5488613042,
JPN,GDEXPRD,TOT,PC_GDP,A,1988,2.5701719546,
JPN,GDEXPRD,TOT,PC_GDP,A,1989,2.6607891433,
JPN,GDEXPRD,TOT,PC_GDP,A,1990,2.7320317097,
JPN,GDEXPRD,TOT,PC_GDP,A,1991,2.7126483942,
JPN,GDEXPRD,TOT,PC_GDP,A,1992,2.6643729564,
JPN,GDEXPRD,TOT,PC_GDP,A,1993,2.5944073001,
JPN,GDEXPRD,TOT,PC_GDP,A,1994,2.5470625328,
JPN,GDEXPRD,TOT,PC_GDP,A,1995,2.6647139595,
JPN,GDEXPRD,TOT,PC_GDP,A,1996,2.7650118726,
JPN,GDEXPRD,TOT,PC_GDP,A,1997,2.8276143099,
JPN,GDEXPRD,TOT,PC_GDP,A,1998,2.9601991341,
JPN,GDEXPRD,TOT,PC_GDP,A,1999,2.9773350615,
JPN,GDEXPRD,TOT,PC_GDP,A,2000,3.0016912486,
JPN,GDEXPRD,TOT,PC_GDP,A,2001,3.0744794906,
JPN,GDEXPRD,TOT,PC_GDP,A,2002,3.115617844,
JPN,GDEXPRD,TOT,PC_GDP,A,2003,3.1438813458,
JPN,GDEXPRD,TOT,PC_GDP,A,2004,3.1332043477,
JPN,GDEXPRD,TOT,PC_GDP,A,2005,3.308698698,
JPN,GDEXPRD,TOT,PC_GDP,A,2006,3.4090969376,
JPN,GDEXPRD,TOT,PC_GDP,A,2007,3.4614223066,
JPN,GDEXPRD,TOT,PC_GDP,A,2008,3.4670585721,
JPN,GDEXPRD,TOT,PC_GDP,A,2009,3.3573399935,
JPN,GDEXPRD,TOT,PC_GDP,A,2010,3.251963995,
JPN,GDEXPRD,TOT,PC_GDP,A,2011,3.3812082692,
JPN,GDEXPRD,TOT,PC_GDP,A,2012,3.3415806267,
JPN,GDEXPRD,TOT,PC_GDP,A,2013,3.4816607202,
JPN,GDEXPRD,TOT,PC_GDP,A,2014,3.588316848,
KOR,GDEXPRD,TOT,MLN_USD,A,1991,9587.8433245848,
KOR,GDEXPRD,TOT,MLN_USD,A,1992,10676.227022928,
KOR,GDEXPRD,TOT,MLN_USD,A,1993,12398.5671335278,
KOR,GDEXPRD,TOT,MLN_USD,A,1994,14716.0259444621,
KOR,GDEXPRD,TOT,MLN_USD,A,1995,16455.3915261753,
KOR,GDEXPRD,TOT,MLN_USD,A,1996,18186.9890960517,
KOR,GDEXPRD,TOT,MLN_USD,A,1997,19577.7587075987,
KOR,GDEXPRD,TOT,MLN_USD,A,1998,17409.6533283207,
KOR,GDEXPRD,TOT,MLN_USD,A,1999,18527.7105042765,
KOR,GDEXPRD,TOT,MLN_USD,A,2000,21290.6941834168,
KOR,GDEXPRD,TOT,MLN_USD,A,2001,23896.0178403163,
KOR,GDEXPRD,TOT,MLN_USD,A,2002,24934.4048638464,
KOR,GDEXPRD,TOT,MLN_USD,A,2003,26542.6688381378,
KOR,GDEXPRD,TOT,MLN_USD,A,2004,29986.0938323632,
KOR,GDEXPRD,TOT,MLN_USD,A,2005,32315.5171995449,
KOR,GDEXPRD,TOT,MLN_USD,A,2006,36634.7713892413,
KOR,GDEXPRD,TOT,MLN_USD,A,2007,40952.4235626979,
KOR,GDEXPRD,TOT,MLN_USD,A,2008,43838.5619355926,
KOR,GDEXPRD,TOT,MLN_USD,A,2009,46548.9189908683,
KOR,GDEXPRD,TOT,MLN_USD,A,2010,52172.7786522634,
KOR,GDEXPRD,TOT,MLN_USD,A,2011,58427.2913719091,
KOR,GDEXPRD,TOT,MLN_USD,A,2012,64267.6867217277,
KOR,GDEXPRD,TOT,MLN_USD,A,2013,68149.3313712831,
KOR,GDEXPRD,TOT,MLN_USD,A,2014,72833.857754,
KOR,GDEXPRD,TOT,PC_GDP,A,1991,1.7408279233,
KOR,GDEXPRD,TOT,PC_GDP,A,1992,1.8256956373,
KOR,GDEXPRD,TOT,PC_GDP,A,1993,1.9843614599,
KOR,GDEXPRD,TOT,PC_GDP,A,1994,2.1567150438,
KOR,GDEXPRD,TOT,PC_GDP,A,1995,2.2009814721,
KOR,GDEXPRD,TOT,PC_GDP,A,1996,2.2608870418,
KOR,GDEXPRD,TOT,PC_GDP,A,1997,2.2977040885,
KOR,GDEXPRD,TOT,PC_GDP,A,1998,2.1615097179,
KOR,GDEXPRD,TOT,PC_GDP,A,1999,2.0666171121,
KOR,GDEXPRD,TOT,PC_GDP,A,2000,2.1802324867,
KOR,GDEXPRD,TOT,PC_GDP,A,2001,2.3410843825,
KOR,GDEXPRD,TOT,PC_GDP,A,2002,2.2738150001,
KOR,GDEXPRD,TOT,PC_GDP,A,2003,2.3515009521,
KOR,GDEXPRD,TOT,PC_GDP,A,2004,2.5324777496,
KOR,GDEXPRD,TOT,PC_GDP,A,2005,2.6261670479,
KOR,GDEXPRD,TOT,PC_GDP,A,2006,2.8306582361,
KOR,GDEXPRD,TOT,PC_GDP,A,2007,3.0003492195,
KOR,GDEXPRD,TOT,PC_GDP,A,2008,3.1234311877,
KOR,GDEXPRD,TOT,PC_GDP,A,2009,3.2932400249,
KOR,GDEXPRD,TOT,PC_GDP,A,2010,3.4659414374,
KOR,GDEXPRD,TOT,PC_GDP,A,2011,3.7436129839,
KOR,GDEXPRD,TOT,PC_GDP,A,2012,4.025543282,
KOR,GDEXPRD,TOT,PC_GDP,A,2013,4.1485284663,
KOR,GDEXPRD,TOT,PC_GDP,A,2014,4.2916349709,
LUX,GDEXPRD,TOT,MLN_USD,A,2000,514.7389107758,
LUX,GDEXPRD,TOT,MLN_USD,A,2003,579.5886012851,
LUX,GDEXPRD,TOT,MLN_USD,A,2004,595.2603414128,
LUX,GDEXPRD,TOT,MLN_USD,A,2005,602.593845479,
LUX,GDEXPRD,TOT,MLN_USD,A,2006,672.9793908369,
LUX,GDEXPRD,TOT,MLN_USD,A,2007,695.933374996,
LUX,GDEXPRD,TOT,MLN_USD,A,2008,704.8962975285,
LUX,GDEXPRD,TOT,MLN_USD,A,2009,694.0143551646,
LUX,GDEXPRD,TOT,MLN_USD,A,2010,654.9822697536,
LUX,GDEXPRD,TOT,MLN_USD,A,2011,657.6626908293,
LUX,GDEXPRD,TOT,MLN_USD,A,2012,561.8750745784,
LUX,GDEXPRD,TOT,MLN_USD,A,2013,592.2334459789,
LUX,GDEXPRD,TOT,MLN_USD,A,2014,594.8641035963,
LUX,GDEXPRD,TOT,PC_GDP,A,2000,1.5684803972,
LUX,GDEXPRD,TOT,PC_GDP,A,2003,1.6454576018,
LUX,GDEXPRD,TOT,PC_GDP,A,2004,1.618553533,
LUX,GDEXPRD,TOT,PC_GDP,A,2005,1.587435048,
LUX,GDEXPRD,TOT,PC_GDP,A,2006,1.6866561107,
LUX,GDEXPRD,TOT,PC_GDP,A,2007,1.6090909833,
LUX,GDEXPRD,TOT,PC_GDP,A,2008,1.6436726042,
LUX,GDEXPRD,TOT,PC_GDP,A,2009,1.7102585736,
LUX,GDEXPRD,TOT,PC_GDP,A,2010,1.5273684077,
LUX,GDEXPRD,TOT,PC_GDP,A,2011,1.4952553941,
LUX,GDEXPRD,TOT,PC_GDP,A,2012,1.2883871963,
LUX,GDEXPRD,TOT,PC_GDP,A,2013,1.3014303487,
LUX,GDEXPRD,TOT,PC_GDP,A,2014,1.2560969375,
MEX,GDEXPRD,TOT,MLN_USD,A,1993,2209.6613937666,
MEX,GDEXPRD,TOT,MLN_USD,A,1994,3077.2041035463,
MEX,GDEXPRD,TOT,MLN_USD,A,1995,3045.3743855071,
MEX,GDEXPRD,TOT,MLN_USD,A,1996,3206.3426172231,
MEX,GDEXPRD,TOT,MLN_USD,A,1997,3807.848390175,
MEX,GDEXPRD,TOT,MLN_USD,A,1998,4380.2769333764,
MEX,GDEXPRD,TOT,MLN_USD,A,1999,5172.3167788044,
MEX,GDEXPRD,TOT,MLN_USD,A,2000,4786.9062190703,
MEX,GDEXPRD,TOT,MLN_USD,A,2001,5058.9015692578,
MEX,GDEXPRD,TOT,MLN_USD,A,2002,5640.8255801119,
MEX,GDEXPRD,TOT,MLN_USD,A,2003,5690.6491519174,
MEX,GDEXPRD,TOT,MLN_USD,A,2004,6012.7203896722,
MEX,GDEXPRD,TOT,MLN_USD,A,2005,6353.9184169847,
MEX,GDEXPRD,TOT,MLN_USD,A,2006,6155.4746198284,
MEX,GDEXPRD,TOT,MLN_USD,A,2007,6275.8758801614,
MEX,GDEXPRD,TOT,MLN_USD,A,2008,6972.6142818707,
MEX,GDEXPRD,TOT,MLN_USD,A,2009,7095.4410880951,
MEX,GDEXPRD,TOT,MLN_USD,A,2010,7865.6772230943,
MEX,GDEXPRD,TOT,MLN_USD,A,2011,7652.9442235402,
MEX,GDEXPRD,TOT,MLN_USD,A,2012,8080.2126609785,
MEX,GDEXPRD,TOT,MLN_USD,A,2013,9507.0364062058,
MEX,GDEXPRD,TOT,MLN_USD,A,2014,10434.4138786521,
MEX,GDEXPRD,TOT,PC_GDP,A,1993,0.1970930617,
MEX,GDEXPRD,TOT,PC_GDP,A,1994,0.262867965,
MEX,GDEXPRD,TOT,PC_GDP,A,1995,0.2772467232,
MEX,GDEXPRD,TOT,PC_GDP,A,1996,0.2775956715,
MEX,GDEXPRD,TOT,PC_GDP,A,1997,0.3087629243,
MEX,GDEXPRD,TOT,PC_GDP,A,1998,0.3381677155,
MEX,GDEXPRD,TOT,PC_GDP,A,1999,0.3848565795,
MEX,GDEXPRD,TOT,PC_GDP,A,2000,0.3341552483,
MEX,GDEXPRD,TOT,PC_GDP,A,2001,0.3532581435,
MEX,GDEXPRD,TOT,PC_GDP,A,2002,0.3908759704,
MEX,GDEXPRD,TOT,PC_GDP,A,2003,0.3889214171,
MEX,GDEXPRD,TOT,PC_GDP,A,2004,0.3943318401,
MEX,GDEXPRD,TOT,PC_GDP,A,2005,0.404274686,
MEX,GDEXPRD,TOT,PC_GDP,A,2006,0.373082749,
MEX,GDEXPRD,TOT,PC_GDP,A,2007,0.3684968331,
MEX,GDEXPRD,TOT,PC_GDP,A,2008,0.4038341218,
MEX,GDEXPRD,TOT,PC_GDP,A,2009,0.4314127069,
MEX,GDEXPRD,TOT,PC_GDP,A,2010,0.454608475,
MEX,GDEXPRD,TOT,PC_GDP,A,2011,0.4256303184,
MEX,GDEXPRD,TOT,PC_GDP,A,2012,0.43194764,
MEX,GDEXPRD,TOT,PC_GDP,A,2013,0.5012303523,
MEX,GDEXPRD,TOT,PC_GDP,A,2014,0.5381192488,
NLD,GDEXPRD,TOT,MLN_USD,A,1981,6170.2933178884,
NLD,GDEXPRD,TOT,MLN_USD,A,1982,6466.6834925955,
NLD,GDEXPRD,TOT,MLN_USD,A,1983,6741.4735919903,
NLD,GDEXPRD,TOT,MLN_USD,A,1984,6720.3980751062,
NLD,GDEXPRD,TOT,MLN_USD,A,1985,7422.9952956537,
NLD,GDEXPRD,TOT,MLN_USD,A,1986,8072.0078122416,
NLD,GDEXPRD,TOT,MLN_USD,A,1987,8591.3124192345,
NLD,GDEXPRD,TOT,MLN_USD,A,1988,8625.8637009706,
NLD,GDEXPRD,TOT,MLN_USD,A,1989,8603.2487176172,
NLD,GDEXPRD,TOT,MLN_USD,A,1990,9159.6616502501,
NLD,GDEXPRD,TOT,MLN_USD,A,1991,8888.3786794328,
NLD,GDEXPRD,TOT,MLN_USD,A,1992,8727.3436985989,
NLD,GDEXPRD,TOT,MLN_USD,A,1993,8944.1336708848,
NLD,GDEXPRD,TOT,MLN_USD,A,1994,9394.6442754796,
NLD,GDEXPRD,TOT,MLN_USD,A,1995,9758.2365245752,
NLD,GDEXPRD,TOT,MLN_USD,A,1996,10185.2219250082,
NLD,GDEXPRD,TOT,MLN_USD,A,1997,10650.1615521878,
NLD,GDEXPRD,TOT,MLN_USD,A,1998,10528.9513462724,
NLD,GDEXPRD,TOT,MLN_USD,A,1999,11554.7274682766,
NLD,GDEXPRD,TOT,MLN_USD,A,2000,11798.9829025863,
NLD,GDEXPRD,TOT,MLN_USD,A,2001,12116.7933053608,
NLD,GDEXPRD,TOT,MLN_USD,A,2002,11816.9096138281,
NLD,GDEXPRD,TOT,MLN_USD,A,2003,12096.0446880589,
NLD,GDEXPRD,TOT,MLN_USD,A,2004,12353.7144059056,
NLD,GDEXPRD,TOT,MLN_USD,A,2005,12507.155237151,
NLD,GDEXPRD,TOT,MLN_USD,A,2006,12699.0729942977,
NLD,GDEXPRD,TOT,MLN_USD,A,2007,12641.3438870134,
NLD,GDEXPRD,TOT,MLN_USD,A,2008,12526.3586995555,
NLD,GDEXPRD,TOT,MLN_USD,A,2009,12364.8268125126,
NLD,GDEXPRD,TOT,MLN_USD,A,2010,12831.0214158159,
NLD,GDEXPRD,TOT,MLN_USD,A,2011,14393.035539434,
NLD,GDEXPRD,TOT,MLN_USD,A,2012,14513.2175123506,
NLD,GDEXPRD,TOT,MLN_USD,A,2013,14582.0610094564,
NLD,GDEXPRD,TOT,MLN_USD,A,2014,15056.9225799406,
NLD,GDEXPRD,TOT,PC_GDP,A,1981,1.6429628374,
NLD,GDEXPRD,TOT,PC_GDP,A,1982,1.7435153783,
NLD,GDEXPRD,TOT,PC_GDP,A,1983,1.7807423135,
NLD,GDEXPRD,TOT,PC_GDP,A,1984,1.7224396967,
NLD,GDEXPRD,TOT,PC_GDP,A,1985,1.8546619264,
NLD,GDEXPRD,TOT,PC_GDP,A,1986,1.9621357749,
NLD,GDEXPRD,TOT,PC_GDP,A,1987,2.048800404,
NLD,GDEXPRD,TOT,PC_GDP,A,1988,1.9886076278,
NLD,GDEXPRD,TOT,PC_GDP,A,1989,1.8994366264,
NLD,GDEXPRD,TOT,PC_GDP,A,1990,1.9410824072,
NLD,GDEXPRD,TOT,PC_GDP,A,1991,1.8387436688,
NLD,GDEXPRD,TOT,PC_GDP,A,1992,1.7751450427,
NLD,GDEXPRD,TOT,PC_GDP,A,1993,1.7966464389,
NLD,GDEXPRD,TOT,PC_GDP,A,1994,1.8328694747,
NLD,GDEXPRD,TOT,PC_GDP,A,1995,1.8462747457,
NLD,GDEXPRD,TOT,PC_GDP,A,1996,1.860695323,
NLD,GDEXPRD,TOT,PC_GDP,A,1997,1.8654224923,
NLD,GDEXPRD,TOT,PC_GDP,A,1998,1.7643479267,
NLD,GDEXPRD,TOT,PC_GDP,A,1999,1.8431291251,
NLD,GDEXPRD,TOT,PC_GDP,A,2000,1.8055577254,
NLD,GDEXPRD,TOT,PC_GDP,A,2001,1.8156225351,
NLD,GDEXPRD,TOT,PC_GDP,A,2002,1.7688538547,
NLD,GDEXPRD,TOT,PC_GDP,A,2003,1.8055108739,
NLD,GDEXPRD,TOT,PC_GDP,A,2004,1.8072714572,
NLD,GDEXPRD,TOT,PC_GDP,A,2005,1.7910261744,
NLD,GDEXPRD,TOT,PC_GDP,A,2006,1.7566970298,
NLD,GDEXPRD,TOT,PC_GDP,A,2007,1.6863422906,
NLD,GDEXPRD,TOT,PC_GDP,A,2008,1.6430863489,
NLD,GDEXPRD,TOT,PC_GDP,A,2009,1.6853968974,
NLD,GDEXPRD,TOT,PC_GDP,A,2010,1.7247494901,
NLD,GDEXPRD,TOT,PC_GDP,A,2011,1.9030561228,
NLD,GDEXPRD,TOT,PC_GDP,A,2012,1.9394473419,
NLD,GDEXPRD,TOT,PC_GDP,A,2013,1.9583483423,
NLD,GDEXPRD,TOT,PC_GDP,A,2014,2.0018799434,
NZL,GDEXPRD,TOT,MLN_USD,A,1981,654.0767540706,
NZL,GDEXPRD,TOT,MLN_USD,A,1983,620.4860788668,
NZL,GDEXPRD,TOT,MLN_USD,A,1989,639.5247300433,
NZL,GDEXPRD,TOT,MLN_USD,A,1990,731.6724970632,
NZL,GDEXPRD,TOT,MLN_USD,A,1991,711.0918036513,
NZL,GDEXPRD,TOT,MLN_USD,A,1992,738.1609243331,
NZL,GDEXPRD,TOT,MLN_USD,A,1993,795.3841925459,
NZL,GDEXPRD,TOT,MLN_USD,A,1995,829.6504608055,
NZL,GDEXPRD,TOT,MLN_USD,A,1997,1009.5112503933,
NZL,GDEXPRD,TOT,MLN_USD,A,1999,978.6241217783,
NZL,GDEXPRD,TOT,MLN_USD,A,2001,1185.257430398,
NZL,GDEXPRD,TOT,MLN_USD,A,2003,1359.0031212321,
NZL,GDEXPRD,TOT,MLN_USD,A,2005,1413.8731193192,
NZL,GDEXPRD,TOT,MLN_USD,A,2007,1553.1703687689,
NZL,GDEXPRD,TOT,MLN_USD,A,2009,1687.8951702954,
NZL,GDEXPRD,TOT,MLN_USD,A,2011,1719.818782501,
NZL,GDEXPRD,TOT,MLN_USD,A,2013,1683.522360346,
NZL,GDEXPRD,TOT,PC_GDP,A,1981,0.9615384615,
NZL,GDEXPRD,TOT,PC_GDP,A,1983,0.8732561912,
NZL,GDEXPRD,TOT,PC_GDP,A,1989,0.837465639,
NZL,GDEXPRD,TOT,PC_GDP,A,1990,0.9518304938,
NZL,GDEXPRD,TOT,PC_GDP,A,1991,0.9405399713,
NZL,GDEXPRD,TOT,PC_GDP,A,1992,0.96420456,
NZL,GDEXPRD,TOT,PC_GDP,A,1993,0.9752406177,
NZL,GDEXPRD,TOT,PC_GDP,A,1995,0.924141566,
NZL,GDEXPRD,TOT,PC_GDP,A,1997,1.0564952745,
NZL,GDEXPRD,TOT,PC_GDP,A,1999,0.9639207581,
NZL,GDEXPRD,TOT,PC_GDP,A,2001,1.1002859096,
NZL,GDEXPRD,TOT,PC_GDP,A,2003,1.1489352867,
NZL,GDEXPRD,TOT,PC_GDP,A,2005,1.1204468039,
NZL,GDEXPRD,TOT,PC_GDP,A,2007,1.1565674406,
NZL,GDEXPRD,TOT,PC_GDP,A,2009,1.2524967568,
NZL,GDEXPRD,TOT,PC_GDP,A,2011,1.2310015429,
NZL,GDEXPRD,TOT,PC_GDP,A,2013,1.1546897175,
NOR,GDEXPRD,TOT,MLN_USD,A,1981,1459.0605481277,
NOR,GDEXPRD,TOT,MLN_USD,A,1982,1545.861767582,
NOR,GDEXPRD,TOT,MLN_USD,A,1983,1644.7204575426,
NOR,GDEXPRD,TOT,MLN_USD,A,1984,1860.8952983733,
NOR,GDEXPRD,TOT,MLN_USD,A,1985,2075.5661161005,
NOR,GDEXPRD,TOT,MLN_USD,A,1987,2240.4130022276,
NOR,GDEXPRD,TOT,MLN_USD,A,1989,2288.9658318953,
NOR,GDEXPRD,TOT,MLN_USD,A,1991,2357.9580837146,
NOR,GDEXPRD,TOT,MLN_USD,A,1993,2568.4005137687,
NOR,GDEXPRD,TOT,MLN_USD,A,1995,2754.3053285938,
NOR,GDEXPRD,TOT,MLN_USD,A,1997,3020.5769476446,
NOR,GDEXPRD,TOT,MLN_USD,A,1999,3199.0882722961,
NOR,GDEXPRD,TOT,MLN_USD,A,2001,3589.3716478374,
NOR,GDEXPRD,TOT,MLN_USD,A,2002,3674.7193676403,
NOR,GDEXPRD,TOT,MLN_USD,A,2003,3824.7197710088,
NOR,GDEXPRD,TOT,MLN_USD,A,2004,3777.8033097658,
NOR,GDEXPRD,TOT,MLN_USD,A,2005,3948.911922842,
NOR,GDEXPRD,TOT,MLN_USD,A,2006,4164.7308320676,
NOR,GDEXPRD,TOT,MLN_USD,A,2007,4557.3095998638,
NOR,GDEXPRD,TOT,MLN_USD,A,2008,4793.4641380623,
NOR,GDEXPRD,TOT,MLN_USD,A,2009,4816.3329967566,
NOR,GDEXPRD,TOT,MLN_USD,A,2010,4747.108910578,
NOR,GDEXPRD,TOT,MLN_USD,A,2011,4895.8767378419,
NOR,GDEXPRD,TOT,MLN_USD,A,2012,5049.3547875193,
NOR,GDEXPRD,TOT,MLN_USD,A,2013,5195.5327344946,
NOR,GDEXPRD,TOT,MLN_USD,A,2014,5385.4111642189,
NOR,GDEXPRD,TOT,PC_GDP,A,1981,1.1544246369,
NOR,GDEXPRD,TOT,PC_GDP,A,1982,1.2248809745,
NOR,GDEXPRD,TOT,PC_GDP,A,1983,1.2655868807,
NOR,GDEXPRD,TOT,PC_GDP,A,1984,1.3477963853,
NOR,GDEXPRD,TOT,PC_GDP,A,1985,1.4420112304,
NOR,GDEXPRD,TOT,PC_GDP,A,1987,1.6070407561,
NOR,GDEXPRD,TOT,PC_GDP,A,1989,1.6274527789,
NOR,GDEXPRD,TOT,PC_GDP,A,1991,1.5951534451,
NOR,GDEXPRD,TOT,PC_GDP,A,1993,1.6673602993,
NOR,GDEXPRD,TOT,PC_GDP,A,1995,1.6516668674,
NOR,GDEXPRD,TOT,PC_GDP,A,1997,1.593517704,
NOR,GDEXPRD,TOT,PC_GDP,A,1999,1.605331749,
